content,comment_time,label
有过交往,2023-07-03 11:32:40,1.0
你凭什么,2023-07-03 11:36:16,0.0
忘记来时路了是吗,2023-07-03 15:32:46,0.0
凡凡也是这么说的还说如果涉嫌违法自愿进监狱666,2023-07-03 11:39:52,0.0
所以是真怀孕流产了,2023-07-03 11:39:06,0.0
我实在想不到我们那么多人坚持了这么久时间等你出来澄清结果确实真的我现在内心无法理解了泪泪泪泪泪,2023-07-03 13:05:32,0.0
你太让人失望了 泪泪,2023-07-03 16:15:53,0.0
你还记得你的初心吗蔡徐坤,2023-07-03 17:56:00,1.0
大哥最近有在好好吃饭吗 好好休息吗真的好想好想你泪泪我们会一直在心心心,2023-07-03 11:31:47,1.0
哥就因为这件事情你一手好牌打的稀烂,2023-07-03 11:55:18,0.0
所以是真的了,2023-07-03 11:33:25,1.0
717演唱会 你哭给的是素未谋面的谁啊困,2023-07-03 20:55:59,0.0
你对得起粉丝吗 对粉丝的态度你是只字不谈啊,2023-07-03 21:56:28,0.0
你好自为之,2023-07-03 11:41:40,1.0
谈恋爱有什么不敢承认的我知道粉丝对你的要求很严格但是说实话真要是谈了就谈了顶多掉点粉跪了跪了,2023-07-03 11:33:31,0.0
不违法但你很让粉丝心寒难怪你一直想着转型歌迷歌迷你根本不在乎女友粉是吧,2023-07-03 18:57:49,0.0
总结 1C女士说我们发生了关系真的 2C女士说打胎了也是真的 3反正我不涉及违法行为我妈妈的是妈妈的 4还有未成年情人假的 5虽然我和女网红互动但这两年我是在自责和懊悔的,2023-07-03 11:50:08,0.0
真是受不了,2023-07-03 11:34:16,0.0
蔡徐坤你,2023-07-03 11:31:34,1.0
KUNIKUN We Can Beat It 泪泪,2023-07-03 11:31:03,0.0
是你本人发的吗,2023-07-03 14:19:57,1.0
翻译睡是睡过我最多就是道德败坏但我没犯法请大家不要搞我苦涩,2023-07-03 11:49:57,0.0
你还记得你自己说过的话吗还有那个被你亲手杀掉的宝宝酸酸酸,2023-07-03 22:35:45,1.0
今天不禁娱了费解费解,2023-07-03 11:37:28,0.0
在你没发这个声明之前我一直相信你不可能做那些事这几天热搜都是你但我一个都没点进去看因为我觉得那些都是谣言你不会这么对我们我一直一直都相信你可是你现在亲口承认了你真的做了那些事你叫我怎么办5年5年啊蔡徐坤,2023-07-03 22:55:52,0.0
兄弟我恨你,2023-07-03 11:33:44,0.0
宝宝你好好休息泪,2023-07-03 11:31:16,1.0
这个是蔡徐坤吗为什么语气和措辞都很像另一个人,2023-07-03 14:27:04,0.0
我们在反黑你在谈恋爱,2023-07-03 12:06:01,0.0
其实我的关注点在两年前我处于单身状态也就是说现在不单身姐妹们这才是重点,2023-07-03 11:46:10,1.0
再看最后一句我真的有解读成我和c女士真的有个孩子希望大家不要再关注保护孩子,2023-07-03 18:57:45,0.0
没关系的相信你粽意你粽意你粽意你,2023-07-03 11:30:59,0.0
永远相信你,2023-07-03 11:31:16,1.0
c女士的隐私保护的很好 那谁来保护IKUN呢,2023-07-03 23:59:45,1.0
66兔子拿粉丝的钱睡嫂子兔子5年青春期算我白瞎,2023-07-03 11:52:33,0.0
价格终于谈妥了呀鼓掌鼓掌,2023-07-03 11:45:08,1.0
藏的够深的我以为你一直是事业批来着哆啦A梦害怕,2023-07-03 11:35:10,0.0
所以情人是写给谁的,2023-07-03 11:51:31,1.0
此战不退 httptcnA6pdB35H,2023-07-03 11:50:49,1.0
所以是真的了真有你的真的无话可说了可恨,2023-07-03 11:59:57,0.0
2021年处于单身状态 没错是能谈恋爱 是正常恋爱 但是老铁 你2021年23岁 事业上升期 你谈恋爱 你隐瞒恋情 咱也不知道怎么说 1821天 我已经看不清楚你了,2023-07-03 11:48:16,1.0
我很无语啊cxk 我最近还在努力搞签证去新加坡看你泪到底是一厢情愿泪我以为你很聪明我以为去这个星期你在找证据泪哈哈哈哈新加坡看完就结束吧 像个笑话我这个星期的心神不宁苦涩男人都一个样 不想追星了,2023-07-03 11:54:06,0.0
不能否认的是这五年来你确实给我带来很多很多快乐 后会无期徐坤 尽管如此 也希望你好,2023-07-03 20:57:24,1.0
谈恋爱有什么不敢承认的我知道粉丝对你的要求很严格但是说实话真要是谈了就谈了顶多掉点粉跪了以后你就正常谈吧我谢谢你了,2023-07-03 11:34:02,1.0
对不起 我可以理解为确实流过但不是强制吗泪我好难过啊泪泪,2023-07-03 11:36:04,0.0
我记得18年也记得23年18年留下23年也不会逃倘若你真的塌了微博卸载内娱再也与我无关伤心记得 我在等你,2023-07-03 15:16:37,0.0
好信你,2023-07-03 11:31:16,1.0
坤家军一直在还是那句话巅峰迎来虚伪的拥抱黄昏见证真正的信徒披金成王伴坤永航狮子座为王蔡徐坤为皇 httptcnA6pdrpSW,2023-07-03 12:00:43,1.0
作为队长抓狂,2023-07-03 17:58:31,0.0
抱抱抱抱抱抱,2023-07-03 11:31:15,1.0
可是前几天你还说我们是你星球的一部分 今天怎么就成为了歌迷朋友苦涩,2023-07-04 08:48:36,0.0
告别偶像做个真正的艺人抱抱抱抱加油重新认识一下彼此,2023-07-03 21:06:31,1.0
省流版谈了 睡了 怀了 打了,2023-07-03 12:33:51,0.0
宝宝我在 没事的 没关系泪,2023-07-03 11:31:10,0.0
所以需要这么久才回应挖鼻,2023-07-03 11:37:24,0.0
巅峰产生虚伪的拥护黄昏见证虔诚的信徒鸡督教,2023-07-03 12:20:10,0.0
徐坤内地多开几场泪泪泪,2023-07-03 11:32:46,0.0
我相信你,2023-07-03 11:30:40,1.0
真怀孕真流产真不带套笑cry还想继续拿粉丝钱 httptcnA6pdBFVO,2023-07-03 11:52:49,0.0
辜负真心的人要吞一千万根针,2023-07-04 11:34:47,0.0
我也不知道什么心情了我首先是你的ikun才是你的歌迷朋友泪,2023-07-04 07:50:43,0.0
裂开裂开,2023-07-03 11:34:38,0.0
我哭死,2023-07-03 11:30:56,0.0
没事过去的事情就让它过去吧,2023-07-03 11:31:20,0.0
以后你路你自己走吧 我对你失望透顶,2023-07-03 11:54:31,0.0
你上升期谈恋爱我真的裂开了 脱粉不至于但我需要冷静冷静,2023-07-03 11:56:43,0.0
我们任何人曾经没有想过拔C女士的底也没想过C女士是真的所以最后一句话你真让我们失望蔡徐坤,2023-07-04 06:51:27,0.0
哎呀 跟当时Kris的 处理方式 都差不多 要不了多久就会被封,2023-07-04 08:59:15,0.0
nan,2023-07-03 11:30:55,1.0
相信你,2023-07-03 11:31:10,1.0
坐等打脸狗仔们往死里挖捶,2023-07-03 12:08:42,0.0
你把我们当敌人了吗 粉丝被攻击了一周 也都在说保护c女士的个人隐私 可是你让我们不要伤害她,2023-07-04 06:56:43,0.0
真的是你本人发的吗,2023-07-03 14:43:11,1.0
泪泪,2023-07-03 11:30:56,0.0
我硬是一天不骂你我浑身难受蔡徐坤,2023-07-04 11:50:35,0.0
也请大家尊重和保护当事人特别是C女士的个人隐私嘎嘣住了我tmd到现在知道这个C女士的信息只停留在C女士这三个字连照片都没有看到连微博都没有看到保护的有够好还要怎么尊重保护,2023-07-04 22:40:07,0.0
Comment with pics httptcnA6pdBOuS,2023-07-03 11:47:47,1.0
操 还我奔跑吧 服了你了汗汗汗,2023-07-07 21:16:58,0.0
有一说一 蔡徐坤 你该谈恋爱吗,2023-07-03 11:34:38,1.0
我恨死你了蔡徐坤我五年青春喂狗了,2023-07-03 11:58:19,0.0
好炸裂居然是真的馋嘴,2023-07-03 11:54:52,0.0
不知道该怎么形容我现在的心情 但是我想问 最近过得怎么样 应该是有因为这些事情带来一些困扰吧 嗯大家都是成年人 这都是非常正常的事情 如果压力大的话 就多休息休息吧 还是希望你能不忘初心 做那个努力创作为自己梦想而奋斗的男孩,2023-07-03 11:38:04,1.0
只向歌迷道歉那我们球迷呢,2023-07-03 12:50:23,0.0
请今后的你一定要注重事业谈恋爱也没关系大家都是人是人就会有感情但是一定要对女孩子负责记住你的初心还有IKUN也一直在,2023-07-03 12:02:02,1.0
也请大家尊重和保护当事人特别是C女士的个人隐私,2023-07-04 12:54:02,1.0
我擦不是说没谈过恋爱吗有点子难受,2023-07-03 11:37:50,0.0
好的抱抱抱抱抱抱,2023-07-03 11:31:48,1.0
如果你看的见邀请你来直播连线,2023-07-03 11:35:25,1.0
我恨你老娘的五年 我恨你,2023-07-07 18:40:42,0.0
宝贝我们相信你,2023-07-03 11:32:11,1.0
相信你单身狗,2023-07-03 11:31:03,0.0
我说我会永远陪你,2023-07-03 11:31:59,1.0
你是真的忘了来时的路吗,2023-07-07 17:55:58,0.0
有过交往疑问疑问疑问,2023-07-03 11:36:17,0.0
会一直陪着你,2023-07-03 11:44:52,1.0
藏的真好啊哈哈,2023-07-03 11:37:49,1.0
不知道说什么 只能希望你天天开心吧 以后回应早点 粉丝的命也是命啊苦涩,2023-07-03 11:32:49,0.0
C在C位出道睡了C思考,2023-07-03 11:51:27,1.0
18年出道 21年事业上升期你就谈恋爱 这是真不把粉丝当回事哈 一票一票给你投出来的 刚出道三年就忘了粉丝了 6 哥 你是我哥允悲允悲,2023-07-03 11:55:07,1.0
你来啦,2023-07-03 11:31:35,1.0
为什么当初不直接公开没说不让谈咱正常恋爱不好吗还是说你是真的yyq不是我就不懂了明明你很在意自己的事业为什么就是不能坚守职业操守啊明明可以更好的你这段话的意思我懂了曾经你作为偶像真的给我了许多力量 现在我17岁了即将步入大学感谢相遇 就这样吧还没有相见那就止步于此吧,2023-07-03 11:58:42,1.0
揣手 httptcnA6pd1Fdb,2023-07-03 11:40:39,1.0
md我真的很生气啊,2023-07-04 14:49:55,0.0
你负责做你自己 我们负责爱你 知道吗小傻瓜,2023-07-03 17:59:23,0.0
你欠我的跑男拿什么还我等的就只是那一期而已太开心,2023-07-03 12:49:39,1.0
你忘了你说过的话了吗,2023-07-04 13:56:38,0.0
事已至此 已经没用了 后悔吗,2023-07-04 13:57:26,0.0
完了中午饭要吐出来了,2023-07-03 11:52:19,0.0
希望你还是当初那个在舞台上自由的孩子,2023-07-04 09:54:00,1.0
所以说这是真的泪,2023-07-03 11:41:09,1.0
五年老粉不知道说什么,2023-07-03 12:00:13,1.0
OMG为什么这么久才出来回应苦涩苦涩,2023-07-03 11:46:17,0.0
一直以来都是理智粉一直告诉别人说他谈恋爱他结婚都会祝福但是不是这样的恋爱怀孕堕胎还是在21年突然不知道该说什么选择离开希望他无愧于心,2023-07-04 02:53:47,1.0
大厂的雪早就停了是吗 你也不是我认识的那个坤了 越来越模糊了 我越来越看不懂你了,2023-07-05 12:51:15,0.0
大哥你害得我跑男都看不了了汗,2023-07-07 21:53:34,0.0
首先我不会离开但我想说的你说你不涉及违法但法律是最低的道德准则你的家人你的粉丝都需要你去保护希望你能以此为戒承担起应该承担的责任人生的路很长这件事算是这条路上你栽的跟头没关系我们拍拍身上的土继续前行最后是你说过的花花世界静守己心共勉蔡徐坤,2023-07-03 13:23:24,1.0
不知道为什么 我的第六感告诉我这个不是真正的结果 再等等 我相信该来的结果一定会来的 我还是想等等,2023-07-04 17:18:49,0.0
太假了连我这个小黑子都知道你不是坤哥二哈,2023-07-04 20:41:44,0.0
还有1个月满25岁你该做的是对自己的事业负责对无条件支持你的粉丝负责以及保护好你素人的家人沉默的七天里爱你的人的痛苦和焦虑不亚于你但她们无法一直站在你身前该你承担起责任了,2023-07-03 11:47:27,1.0
你懊悔什么了你对得起18年的自己吗对得起当年一票一票打投送你出道的粉丝吗,2023-07-03 12:13:02,0.0
来踩一踩 你是不是蔡徐坤,2023-07-07 15:04:19,1.0
再难也要给我站起来怒,2023-07-04 10:49:27,0.0
我为你睡不着觉的时候 你在和谁睡,2023-07-05 16:59:55,1.0
你都叫粉丝ikun今天怎么叫歌迷还有你上一个微博大哥你盗号盗的太明显了吧,2023-07-04 20:40:52,0.0
你记得你自己说的话吗 httptcnA6pgBroD,2023-07-04 02:31:40,1.0
六年就是一个笑话微笑我就是一个笑话微笑,2023-07-03 12:54:27,0.0
相信鲲哥 相信生殖隔离作揖 httptcnA6pdB6v7,2023-07-03 11:45:48,1.0
晚安 你好好的,2023-07-05 22:13:21,1.0
吃瓜,2023-07-03 11:41:53,1.0
还真交往过啊单身狗,2023-07-03 11:33:27,1.0
为什么不早点回应,2023-07-04 18:59:32,0.0
你怎么敢的啊你,2023-07-03 11:41:48,0.0
吃不吃得下都要吃东西不管几点才睡得着也要休息下你出道就问过的问题我现在再回答一遍你的音乐会有人听还会有的不要消失有多辛苦我陪着你心脏疼了一夜下午才爬起来还是吃了今天的一顿饭你呢有吃什么吗你竭力像我们传递了爱你也要多爱自己晚安哥哥蔡徐坤,2023-07-05 23:57:06,0.0
相信你,2023-07-03 23:57:46,1.0
相信坤坤举手,2023-07-03 21:26:11,1.0
你对得起你的粉丝吗,2023-07-07 19:55:01,1.0
笑死哈哈哈哈哈哈哈以前真看走眼了还觉得你不错没想到也是渣男一个二哈二哈二哈对于你对这件事最好的公关文案就是只能当做恋爱处理了几天不回应真实情况大家心理都明白得很呢摊手摊手摊手,2023-07-03 11:52:13,0.0
去监狱打篮球吧哥哥舔屏舔屏,2023-07-03 11:54:48,0.0
你说了 我就信你这次是教训你要明白你的音乐路是怎么一步步走出来的 你自己付出了多少 IKUN为你付出了多少 没有人阻止你恋爱 但是别让大家失望 我们做什么都要光明正大 对得起这一路上的付出,2023-07-03 11:37:59,1.0
呵呵你以后就是被我们骂的,2023-07-07 14:57:41,0.0
回应一下有没有其他孩子 其他情人,2023-07-03 11:54:30,0.0
为什么为什么塌房的是你为什么要叫我们歌迷为什么请求我们保护他你好爱啊蔡徐坤你很痛吗你有我被嘲讽的五年痛吗你赚钱我砸钱你在享受这个梗带来的热度我在因为这个梗喜欢你被嘲讽谁更痛吗c女士痛吗你很心疼她因为我们没有生下孩子没有名正言顺吗,2023-07-07 23:32:26,0.0
你变了 变得我都不认识你了悲伤,2023-07-05 13:21:11,0.0
好抱一抱,2023-07-03 11:31:03,1.0
五年的喜欢当初的花花世界静守己心呢泪泪,2023-07-03 12:26:25,1.0
你对不起五年前的自己,2023-07-04 12:51:34,0.0
评论区,2023-07-03 11:56:21,1.0
冷冰冰的文字我不想相信 我只想听你亲口说,2023-07-04 17:16:30,0.0
抱抱抱抱,2023-07-03 11:34:06,1.0
大厂的雪停了你也忘了来时的路泪泪,2023-07-03 15:37:00,0.0
我会一直在你一定要好好的知道吗,2023-07-04 07:53:57,1.0
我恨你,2023-07-04 16:49:50,0.0
我哭死 不敢相信这会是他做出来的事泪,2023-07-03 11:55:01,0.0
相信你,2023-07-03 11:31:04,1.0
出来就好 等到了,2023-07-03 11:32:37,0.0
汪峰的微博才是最炸裂的 httptcnA6pdeWAD,2023-07-03 12:42:42,0.0
我鸡哥搞几个姑娘怎么了 现在那个男的 没打掉过孩子,2023-07-04 21:33:08,0.0
我还在的我相信你泪,2023-07-03 11:33:46,1.0
一面就上床 很随便呀喵喵,2023-07-03 12:06:58,0.0
相信你,2023-07-03 11:32:27,1.0
我觉得这些话不像你说的诶泪泪,2023-07-04 23:43:49,0.0
走到现在不容易啊蔡徐坤,2023-07-04 19:33:22,1.0
啊啊啊啊啊我靠我靠我靠我靠我就知道你一定会说啊,2023-07-03 11:30:58,1.0
看跑男的时候就觉得cxk情商好低啊他能做出这也是意料之中吧二哈二哈二哈,2023-07-03 11:49:07,0.0
一直相信你,2023-07-04 09:53:42,1.0
你糊涂啊作揖你之前真的属于大部分追星女都不反感的顶流你的风评是在2020青你2之后开始好转的也就是说真的是饱暖思淫欲一切变好了你开始管不住自己了只能说爱豆还是不能太顺苦涩,2023-07-03 11:48:48,0.0
我们一直在泪泪泪,2023-07-03 11:32:40,0.0
我恨你 我恨我的五年 我恨那些在学校因为喜欢你被骂的日子 被调侃的日子 我恨我为你辩解一周你却只说保护c女士 我恨你忘记了来时路,2023-07-05 13:34:49,0.0
不为盛名而来不为低谷而去加油,2023-07-04 19:59:44,0.0
现在还在控评的是邪教吧,2023-07-03 12:18:18,0.0
好包容都做了怀了打胎了 还是瞒着粉丝拿着粉丝的钱去睡人你们好包容噢可怜可怜,2023-07-03 12:13:47,0.0
蔡徐坤 你最后还是忘了来时的路,2023-07-03 12:09:10,0.0
唉相信你的 好吧没什么好说的了,2023-07-03 11:34:15,1.0
摔倒了就站起来苦涩,2023-07-04 16:52:24,0.0
爱希望与爱从未离开阳光终将会驱散阴霾,2023-07-05 12:37:54,1.0
永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他永远相信他打call,2023-07-05 11:33:13,0.0
你到底是不是蔡徐坤本人,2023-07-07 17:47:49,0.0
没想到转成正规军的第一场仗就这么难打 httptcnA6pdgkXp,2023-07-03 12:32:50,0.0
平安就好泪泪泪,2023-07-05 21:23:48,1.0
蔡徐坤看看你的那些粉丝啊加倍对她们好吧,2023-07-05 18:33:06,1.0
我再爱你一次吧悲伤对不起我脑残,2023-07-04 01:52:53,0.0
所以来时的路 你忘记了吗 花花世界静守己心 你也忘记了吗 你说过的话也都忘记了吗是吗蔡徐坤,2023-07-04 04:23:24,1.0
我真的你厉害汗,2023-07-05 17:53:16,1.0
你对得起谁,2023-07-05 00:37:01,0.0
相信你 我们都在,2023-07-03 11:32:07,1.0
想你,2023-07-03 11:30:58,1.0
6,2023-07-03 12:36:39,1.0
宝贝失望失望,2023-07-03 11:32:17,0.0
相信你,2023-07-03 11:31:45,1.0
重新认识下坤只属于你自己的坤我一直在抱抱抱抱抱抱抱一抱抱一抱抱一抱,2023-07-05 11:58:22,1.0
勿忘初心,2023-07-04 22:35:55,1.0
所以女方经历的都是真的 你的妈妈为什么要这么对一个女孩子拜拜,2023-07-03 13:43:47,0.0
我相信你,2023-07-03 11:30:54,1.0
虽然你这样说但是还是选择相信你,2023-07-04 21:36:00,1.0
相信你抱抱抱抱抱抱我们一起走下去一直在抱抱抱抱,2023-07-03 11:32:07,1.0
你怎么对得起你的粉丝啊 两年前是717你刚开演唱会,2023-07-03 13:50:56,1.0
我不会脱粉的 会一直爱着你 直到永远心心,2023-07-07 15:32:21,1.0
我们ikun成了所谓的歌迷 我们站在风口浪尖 希望尊重和保护C女士 我们呢 谁来尊重和保护我们,2023-07-06 17:18:54,0.0
说实话心情有点复杂但冷静想想明星也是人交往恋爱能接受只要没有触碰红线其实你的这个回应当天就可以发了我觉得我不会脱粉的希望陪着你成长蔡徐坤,2023-07-03 12:28:33,1.0
你如果现在倒下了才是对不起现在还在的粉丝她们还是期待着你的加油,2023-07-07 22:35:07,1.0
我相信你,2023-07-04 10:57:09,1.0
说实话我不知道怎么表达我现在的心情很乱说实话这个回应是我从来没想过的当然谈恋爱是每个人的自由是每个人的隐私任何人都没有资格指责但我还是很难过,2023-07-03 11:40:44,0.0
宝贝我们一直在泪,2023-07-03 11:31:06,1.0
再见喜欢了你五年你怎么可以这样泪,2023-07-05 10:55:50,1.0
哥咱们谈能不能谨慎一点啊,2023-07-03 11:33:35,0.0
都发弹幕是吧那我一个纯路人也来发发二哈,2023-07-03 12:24:49,1.0
但是自己犯的错误 自己要承担抱抱,2023-07-04 04:24:04,0.0
你自己亲身经历过处于低谷的感觉现在终于守得云开见月明了我原本以为你会更加珍惜自己的羽毛 更加热爱自己的热爱 在我的心中你永远都是真诚且清醒的人 我能接受你处理不好任何事 唯独不能接受关于感情方面的我不信你看不见我们大家炙热的爱我对你永远都是百分百的信任 但你这次真的很让我失望,2023-07-03 11:41:20,1.0
我们永远在,2023-07-03 11:35:50,1.0
泪泪泪,2023-07-03 11:31:46,0.0
宝宝我相信你心心,2023-07-03 11:30:59,1.0
突然觉得你很陌生苦涩,2023-07-03 12:15:44,0.0
宝贝,2023-07-03 11:31:29,1.0
相信真相会来的 别蒙着眼,2023-07-05 08:26:11,0.0
一定是有什么情况 你不是这样的,2023-07-04 15:48:35,0.0
咱就是说 那些小迷妹你用脚趾头想想你们家坤坤都不可能被盗号 老洗啥啊你洗的明白吗 总找什么画面啊心心心,2023-07-04 05:20:02,0.0
我的心情好复杂 难以置信蔡徐坤,2023-07-04 03:57:28,0.0
好,2023-07-03 11:31:02,1.0
你要不是自愿发的 你就给我振作一点 不要让我们内耗 你不是狮子吗你躲着是怎么回事 你要么就心甘情愿给我退圈 要么就给我好好经营舞台 我只想听你说,2023-07-05 23:50:51,0.0
你终究还是忘了来时的路,2023-07-05 01:20:24,0.0
蔡徐坤你对得起大家的期待吗你对得起拼了命出道的自己吗不明白你是怎么想的你太糊涂了这一路走来那么艰难你都忘了吗21年之前是一段怎样的日子你忘了吗那么黑暗的一段日子IKUN给你反黑给你打榜鼓励支持你你在做什么 本来以为苦尽甘来了现在被你自己毁了别堕落行吗,2023-07-07 14:48:48,1.0
有很多比你想象中更爱你的人 所以你要振作起来 不能被打倒 你要对得起August,2023-07-05 14:10:13,1.0
多看爱你的人加油,2023-07-05 19:43:11,1.0
宝贝 我们都等着你 再见面的时候不要瘦的就剩一点肉了泪,2023-07-06 22:27:31,1.0
所以ikun变成了歌迷朋友,2023-07-06 17:44:27,1.0
鸽鸽我们一直在doge,2023-07-07 18:41:51,1.0
希望与爱 从未离开 我们等你,2023-07-07 11:58:51,1.0
相信你心心,2023-07-04 23:58:15,1.0
别怕孤单家一直在,2023-07-06 10:51:11,1.0
我恨你但又好心疼你,2023-07-07 20:25:57,0.0
作为你的事业粉和颜粉你的舞台从来没让人失望过继续在舞台上耀眼吧,2023-07-06 09:47:15,0.0
哥泪,2023-07-03 14:09:58,0.0
我们一直在,2023-07-03 17:59:58,1.0
真心失望原来电视上看到的都是你演的都是假的对吗,2023-07-08 15:28:51,0.0
评论区说相信你的人是来搞笑的吗他本人都特么承认谈恋爱和堕胎了还用得着你相信吗相信他真的能干得出来这种事,2023-07-03 11:42:46,0.0
相信你 坤 你的号是不是被盗了泪,2023-07-08 15:23:00,0.0
要哭苦涩泪,2023-07-03 11:30:51,0.0
别忘了来时路 别忘了你说过的话 别忘了你对我们的承诺 你不该骗我们的,2023-07-05 08:41:30,0.0
哆啦A梦害怕把菜徐坤逮捕 逮捕 打call 哆啦A梦害怕把菜徐坤逮捕 逮捕打call 哆啦A梦害怕把菜徐坤逮捕 逮捕打call,2023-07-03 13:59:50,0.0
对不起你的粉丝,2023-07-03 19:04:31,0.0
谢谢你啊爷的奔跑吧看不来了哼,2023-07-08 17:19:04,0.0
期待你重新回到舞台,2023-07-08 16:07:41,1.0
崽崽儿跟我振作起来不能自暴自弃,2023-07-08 16:08:47,0.0
我现在的心情真的很难说,2023-07-03 11:41:21,0.0
我一直在等他否认这个事情,2023-07-03 11:41:41,0.0
可21年的时候粉丝都在反黑他却在爱豆事业上升期谈恋爱发生关系有了孩子虽然堕胎了泪,2023-07-03 12:02:05,1.0
他必须为你禁欲,2023-07-03 11:41:21,0.0
我以为至少能做到对恋爱认真对感情认真这样就算谈恋爱我也能接受可是为什么要一夜情啊为什么啊啊啊啊泪泪,2023-07-03 12:24:45,0.0
花花世界静守己心 自己都没做到,2023-07-03 11:59:56,0.0
谁记得 只觉得好笑 那时候粉丝觉得他最难熬的时候 他在干什么 谈恋爱 做爱不带套裂开裂开裂开,2023-07-03 11:51:59,0.0
他对得起谁,2023-07-03 12:35:20,0.0
还说自己是老实男人,2023-07-03 12:04:12,0.0
好多粉丝惊讶于他根本没把粉丝放眼里其实客观来说娱乐圈几乎没有哪个idol真把粉丝当回事的表现的宠粉只是因为需要你们的钱,2023-07-03 12:20:14,0.0
问问楼里各位 爱豆可以谈恋爱吗举手,2023-07-03 12:15:16,1.0
从偶练开始见证你c位出道再到你事业一步步变好你一直在说不忘初心没想到你会忘记来时的路你被黑的最惨的时候粉丝也陪你一起度过你说过kunikun forever我们一直都记着不管发生再大的困难我们都一起撑过去了如今物是人非你不再是当年的你或许你只是一直活在我的幻想中而已,2023-07-03 16:22:21,1.0
怎么啦人家交往不正常你喜欢他他就非得为你封心锁爱啊,2023-07-03 11:43:29,0.0
有点失望 但也没办法了泪,2023-07-03 11:41:56,0.0
看吧泪泪18年的蔡徐坤只有粉丝记得他自己演着演着都忘了,2023-07-03 12:42:11,0.0
浅浅的问下他当初说什么了,2023-07-03 13:42:10,0.0
我的心情很复杂悲伤,2023-07-03 13:01:27,0.0
是的18年你怎么说的你还记得吗悲伤我难过的不是你谈恋爱难过的是你让事件发酵这么久才出来承认,2023-07-03 11:52:38,0.0
希望粉丝们都要有三观 蔡徐坤现在已经不配成为我们的偶像了,2023-07-03 12:57:16,0.0
